"county","positive","negative","recovered","total_deaths","number_tested","current_infections","date","population"
"Carroll",442,5222,391,7,5664,44,2020-08-26,27887
"Chicot",943,3986,742,10,4929,191,2020-08-26,10826
"Clark",218,4367,191,3,4585,24,2020-08-26,22385
"Clay",167,2859,141,5,3026,21,2020-08-26,15061
"Cleburne",249,4114,222,6,4363,21,2020-08-26,25230
"Cleveland",132,1775,114,2,1907,16,2020-08-26,8226
"Columbia",286,3419,242,14,3705,30,2020-08-26,23892
"Conway",195,4490,175,3,4685,17,2020-08-26,20906
"Craighead",1728,22257,1483,14,23985,231,2020-08-26,105701
"Crawford",865,12906,721,6,13771,138,2020-08-26,62472
"Crittenden",1602,11267,1488,29,12869,85,2020-08-26,49013
"Cross",248,2958,218,5,3206,25,2020-08-26,16998
"Dallas",104,1363,66,2,1467,36,2020-08-26,7432
"Desha",225,2828,202,5,3053,18,2020-08-26,11887
"Drew",295,4335,253,4,4630,38,2020-08-26,18502
"Faulkner",1593,25489,1429,8,27082,156,2020-08-26,122416
"Franklin",156,3888,139,2,4044,15,2020-08-26,17780
"Fulton",62,796,45,0,858,17,2020-08-26,12139
"Garland",1348,20320,1173,28,21668,147,2020-08-26,98298
"Grant",174,3341,152,1,3515,21,2020-08-26,18086
"Greene",598,9152,535,4,9750,59,2020-08-26,44623
"Hempstead",318,3351,280,3,3669,35,2020-08-26,22018
"Hot Spring",1687,8063,1601,19,9750,67,2020-08-26,33520
"Howard",398,3039,367,5,3437,26,2020-08-26,13389
"Independence",723,7134,625,4,7857,94,2020-08-26,37264
"Izard",83,2584,65,0,2667,18,2020-08-26,13559
"Jackson",175,4379,125,1,4554,49,2020-08-26,17225
"Jefferson",1970,19720,1639,47,21690,284,2020-08-26,70424
"Johnson",745,5405,695,4,6150,46,2020-08-26,26291
"Lafayette",66,771,61,2,837,3,2020-08-26,6915
"Lawrence",244,2424,220,10,2668,14,2020-08-26,16669
"Lee",996,3209,965,10,4205,21,2020-08-26,9398
"Lincoln",1398,4938,1236,13,6336,149,2020-08-26,13695
"Little River",271,1409,222,14,1680,35,2020-08-26,12417
"Logan",355,5089,323,1,5444,31,2020-08-26,21757
"Lonoke",674,11837,575,3,12511,96,2020-08-26,72206
"Madison",287,3028,281,2,3315,4,2020-08-26,16078
"Marion",43,1558,33,0,1601,10,2020-08-26,16438
"Miller",584,4720,537,5,5304,42,2020-08-26,43759
"Mississippi",1292,8985,1143,20,10277,129,2020-08-26,42831
"Monroe",91,1708,74,0,1799,17,2020-08-26,7249
"Montgomery",65,1154,43,3,1219,19,2020-08-26,8993
"Nevada",158,2131,137,11,2289,10,2020-08-26,8440
"Newton",110,1121,92,15,1231,3,2020-08-26,7848
"Ouachita",135,3968,113,4,4103,18,2020-08-26,24106
"Perry",59,2007,56,0,2066,3,2020-08-26,10322
"Phillips",385,4908,338,9,5293,38,2020-08-26,19034
"Pike",163,1676,145,1,1839,17,2020-08-26,10808
"Poinsett",452,5230,342,4,5682,106,2020-08-26,24054
"Polk",212,2968,178,3,3180,31,2020-08-26,20163
"Pope",1620,15269,1452,14,16889,154,2020-08-26,63644
"Prairie",114,1485,110,0,1599,4,2020-08-26,8244
"Pulaski",6761,88327,5995,99,95088,667,2020-08-26,393463
"Randolph",292,3505,250,12,3797,30,2020-08-26,17603
"Saline",1475,18499,1233,11,19974,231,2020-08-26,118009
"Scott",84,1385,79,0,1469,5,2020-08-26,10442
"Searcy",73,1421,34,0,1494,39,2020-08-26,7923
"Sebastian",2753,30141,2396,32,32894,325,2020-08-26,127461
"Sevier",1142,5437,1081,12,6579,49,2020-08-26,17193
"Sharp",145,2660,119,5,2805,21,2020-08-26,17043
"St. Francis",1282,8635,1235,3,9917,44,2020-08-26,26294
"Stone",169,2181,103,1,2350,65,2020-08-26,12446
"Union",653,6710,564,20,7363,69,2020-08-26,39732
"Van Buren",106,2690,67,2,2796,37,2020-08-26,16684
"Washington",6659,49982,6412,55,56641,192,2020-08-26,228529
"White",480,9459,374,10,9939,96,2020-08-26,78804
"Woodruff",27,1268,22,0,1295,5,2020-08-26,6660
"Yell",1118,7277,1068,23,8395,27,2020-08-26,21757
"Arkansas",266,3837,240,2,4103,24,2020-08-25,18124
"Ashley",380,3869,350,7,4249,23,2020-08-25,20537
"Baxter",116,2343,84,0,2459,32,2020-08-25,41219
"Benton",5113,52731,4881,45,57844,187,2020-08-25,258980
"Boone",274,5795,226,1,6069,47,2020-08-25,37288
"Bradley",267,2838,215,5,3105,47,2020-08-25,10948
"Calhoun",23,1205,17,0,1228,6,2020-08-25,5202
"Carroll",437,5204,384,7,5641,46,2020-08-25,27887
"Chicot",939,3976,739,10,4915,190,2020-08-25,10826
"Clark",215,4343,189,3,4558,23,2020-08-25,22385
"Clay",165,2847,138,5,3012,22,2020-08-25,15061
"Cleburne",247,4056,221,6,4303,20,2020-08-25,25230
"Cleveland",130,1762,113,2,1892,15,2020-08-25,8226
"Columbia",284,3403,237,13,3687,34,2020-08-25,23892
"Conway",193,4485,173,3,4678,17,2020-08-25,20906
"Craighead",1701,22068,1470,14,23769,217,2020-08-25,105701
"Crawford",851,12814,712,6,13665,133,2020-08-25,62472
"Crittenden",1595,11187,1470,28,12782,97,2020-08-25,49013
"Cross",244,2945,217,4,3189,23,2020-08-25,16998
"Dallas",103,1290,64,2,1393,37,2020-08-25,7432
"Desha",224,2834,201,5,3058,18,2020-08-25,11887
"Drew",294,4304,250,4,4598,40,2020-08-25,18502
"Faulkner",1579,25431,1410,7,27010,162,2020-08-25,122416
"Franklin",153,3857,138,2,4010,13,2020-08-25,17780
"Fulton",61,787,43,0,848,18,2020-08-25,12139
"Garland",1320,20216,1151,27,21536,142,2020-08-25,98298
"Grant",169,3313,152,0,3482,17,2020-08-25,18086
"Greene",587,9073,522,4,9660,61,2020-08-25,44623
"Hempstead",312,3338,275,3,3650,34,2020-08-25,22018
"Hot Spring",1684,8030,1599,18,9714,67,2020-08-25,33520
"Howard",398,3036,365,5,3434,28,2020-08-25,13389
"Independence",705,7094,614,4,7799,87,2020-08-25,37264
"Izard",80,2574,64,0,2654,16,2020-08-25,13559
"Jackson",175,4366,123,1,4541,51,2020-08-25,17225
"Jefferson",1924,19612,1615,47,21536,262,2020-08-25,70424
"Johnson",742,5358,695,3,6100,44,2020-08-25,26291
"Lafayette",65,770,59,2,835,4,2020-08-25,6915
"Lawrence",245,2403,218,10,2648,17,2020-08-25,16669
"Lee",993,3201,964,10,4194,19,2020-08-25,9398
"Lincoln",1384,4920,1227,13,6304,144,2020-08-25,13695
"Little River",265,1404,215,13,1669,37,2020-08-25,12417
"Logan",351,5057,296,1,5408,54,2020-08-25,21757
"Lonoke",661,11755,559,2,12416,100,2020-08-25,72206
"Madison",287,3024,279,2,3311,6,2020-08-25,16078
"Marion",41,1555,33,0,1596,8,2020-08-25,16438
"Miller",578,4693,532,5,5271,41,2020-08-25,43759
"Mississippi",1277,8944,1119,18,10221,140,2020-08-25,42831
"Monroe",90,1678,74,0,1768,16,2020-08-25,7249
"Montgomery",61,1146,40,3,1207,18,2020-08-25,8993
"Nevada",158,2125,136,11,2283,11,2020-08-25,8440
"Newton",109,1111,90,15,1220,4,2020-08-25,7848
"Ouachita",133,3953,113,4,4086,16,2020-08-25,24106
"Perry",58,2020,56,0,2078,2,2020-08-25,10322
"Phillips",379,4865,335,9,5244,35,2020-08-25,19034
"Pike",161,1670,137,1,1831,23,2020-08-25,10808
"Poinsett",432,5173,333,4,5605,95,2020-08-25,24054
"Polk",208,2954,174,2,3162,32,2020-08-25,20163
"Pope",1605,15190,1417,14,16795,174,2020-08-25,63644
"Prairie",114,1483,108,0,1597,6,2020-08-25,8244
"Pulaski",6675,87572,5931,98,94247,646,2020-08-25,393463
"Randolph",291,3485,243,12,3776,36,2020-08-25,17603
"Saline",1409,18363,1214,10,19772,185,2020-08-25,118009
"Scott",84,1374,78,0,1458,6,2020-08-25,10442
"Searcy",66,1414,32,0,1480,34,2020-08-25,7923
"Sebastian",2722,29904,2371,30,32626,321,2020-08-25,127461
"Sevier",1134,5416,1072,12,6550,50,2020-08-25,17193
"Sharp",137,2645,116,5,2782,16,2020-08-25,17043
"St. Francis",1280,8577,1234,3,9857,43,2020-08-25,26294
"Stone",159,2167,95,1,2326,63,2020-08-25,12446
"Union",650,6578,559,21,7228,70,2020-08-25,39732
"Van Buren",99,2692,62,2,2791,35,2020-08-25,16684
"Washington",6631,49752,6397,55,56383,179,2020-08-25,228529
"White",472,9406,366,9,9878,97,2020-08-25,78804
"Woodruff",27,1264,22,0,1291,5,2020-08-25,6660
"Yell",1113,7235,1066,21,8348,26,2020-08-25,21757
"Arkansas",265,3829,237,2,4094,26,2020-08-24,18124
"Ashley",380,3862,346,7,4242,27,2020-08-24,20537
"Baxter",116,2181,81,0,2297,35,2020-08-24,41219
"Benton",5097,52304,4857,45,57401,195,2020-08-24,258980
"Boone",270,5748,224,1,6018,45,2020-08-24,37288
"Bradley",267,2825,210,5,3092,52,2020-08-24,10948
"Calhoun",23,1203,17,0,1226,6,2020-08-24,5202
"Carroll",436,5169,379,7,5605,50,2020-08-24,27887
"Chicot",939,3972,733,10,4911,196,2020-08-24,10826
"Clark",210,4326,183,3,4536,24,2020-08-24,22385
"Clay",164,2835,136,5,2999,23,2020-08-24,15061
"Cleburne",245,4036,216,6,4281,23,2020-08-24,25230
"Cleveland",130,1753,107,2,1883,21,2020-08-24,8226
"Columbia",281,3401,230,12,3682,39,2020-08-24,23892
"Conway",189,4469,167,3,4658,19,2020-08-24,20906
"Craighead",1696,21879,1448,14,23575,234,2020-08-24,105701
"Crawford",839,12699,688,6,13538,145,2020-08-24,62472
"Crittenden",1582,11152,1450,28,12734,104,2020-08-24,49013
"Cross",241,2934,212,4,3175,25,2020-08-24,16998
"Dallas",90,1285,64,2,1375,24,2020-08-24,7432
"Desha",223,2825,199,4,3048,20,2020-08-24,11887
"Drew",296,4292,238,4,4588,54,2020-08-24,18502
"Faulkner",1535,25235,1384,7,26770,144,2020-08-24,122416
"Franklin",153,3827,137,2,3980,14,2020-08-24,17780
"Fulton",60,782,43,0,842,17,2020-08-24,12139
"Garland",1308,20146,1119,25,21454,164,2020-08-24,98298
"Grant",169,3297,150,0,3466,19,2020-08-24,18086
"Greene",584,8958,519,3,9542,62,2020-08-24,44623
"Hempstead",307,3310,267,3,3617,37,2020-08-24,22018
"Hot Spring",1681,8005,1593,17,9686,71,2020-08-24,33520
"Howard",393,3033,355,5,3426,33,2020-08-24,13389
"Independence",692,7032,592,3,7724,97,2020-08-24,37264
"Izard",81,2571,59,0,2652,22,2020-08-24,13559
"Jackson",176,4164,121,1,4340,54,2020-08-24,17225
"Jefferson",1904,19546,1595,44,21450,265,2020-08-24,70424
"Johnson",739,5338,692,3,6077,44,2020-08-24,26291
"Lafayette",65,768,58,2,833,5,2020-08-24,6915
"Lawrence",245,2394,216,10,2639,19,2020-08-24,16669
"Lee",993,3191,961,10,4184,22,2020-08-24,9398
"Lincoln",1375,4915,1220,13,6290,142,2020-08-24,13695
"Little River",258,1395,206,13,1653,39,2020-08-24,12417
"Logan",351,5034,289,1,5385,61,2020-08-24,21757
"Lonoke",652,11680,553,2,12332,97,2020-08-24,72206
"Madison",286,2999,278,2,3285,6,2020-08-24,16078
"Marion",41,1544,32,0,1585,9,2020-08-24,16438
"Miller",572,4662,527,5,5234,40,2020-08-24,43759
"Mississippi",1268,8904,1103,17,10172,148,2020-08-24,42831
"Monroe",89,1672,73,0,1761,16,2020-08-24,7249
"Montgomery",60,1143,38,2,1203,20,2020-08-24,8993
"Nevada",156,2120,136,11,2276,9,2020-08-24,8440
"Newton",109,1099,90,15,1208,4,2020-08-24,7848
"Ouachita",132,3941,111,4,4073,17,2020-08-24,24106
"Perry",59,2014,56,0,2073,3,2020-08-24,10322
"Phillips",375,4860,329,9,5235,37,2020-08-24,19034
"Pike",157,1665,127,1,1822,29,2020-08-24,10808
"Poinsett",429,5094,320,4,5523,105,2020-08-24,24054
"Polk",207,2917,170,2,3124,35,2020-08-24,20163
"Pope",1593,15086,1391,14,16679,188,2020-08-24,63644
"Prairie",114,1477,106,0,1591,8,2020-08-24,8244
"Pulaski",6590,86717,5862,98,93307,630,2020-08-24,393463
"Randolph",290,3476,239,12,3766,39,2020-08-24,17603
"Saline",1384,18242,1176,10,19626,198,2020-08-24,118009
"Scott",84,1362,76,0,1446,8,2020-08-24,10442
"Searcy",62,1407,32,0,1469,30,2020-08-24,7923
"Sebastian",2686,29556,2328,29,32242,329,2020-08-24,127461
"Sevier",1121,5392,1056,12,6513,53,2020-08-24,17193
"Sharp",136,2628,116,5,2764,15,2020-08-24,17043
"St. Francis",1280,8568,1231,3,9848,46,2020-08-24,26294
"Stone",155,2133,85,1,2288,69,2020-08-24,12446
"Union",634,6553,556,21,7187,57,2020-08-24,39732
"Van Buren",84,2683,60,2,2767,22,2020-08-24,16684
"Washington",6615,49462,6370,54,56077,191,2020-08-24,228529
"White",462,9365,354,8,9827,100,2020-08-24,78804
"Woodruff",27,1260,22,0,1287,5,2020-08-24,6660
"Yell",1111,7221,1059,21,8332,31,2020-08-24,21757
"Arkansas",265,3814,236,2,4079,27,2020-08-23,18124
"Ashley",379,3832,346,7,4211,26,2020-08-23,20537
"Baxter",116,2170,80,0,2286,36,2020-08-23,41219
"Benton",5092,51813,4841,45,56905,206,2020-08-23,258980
"Boone",266,5673,224,1,5939,41,2020-08-23,37288
"Bradley",260,2785,204,4,3045,52,2020-08-23,10948
"Calhoun",23,1193,16,0,1216,7,2020-08-23,5202
"Carroll",432,5123,364,7,5555,61,2020-08-23,27887
"Chicot",938,3937,730,10,4875,198,2020-08-23,10826
"Clark",208,4299,182,3,4507,23,2020-08-23,22385
"Clay",164,2804,136,5,2968,23,2020-08-23,15061
"Cleburne",244,4024,213,6,4268,25,2020-08-23,25230
"Cleveland",129,1739,104,2,1868,23,2020-08-23,8226
"Columbia",274,3373,228,12,3647,34,2020-08-23,23892
"Conway",189,4431,164,3,4620,22,2020-08-23,20906
"Craighead",1682,21638,1431,14,23320,237,2020-08-23,105701
"Crawford",835,12525,676,6,13360,153,2020-08-23,62472
"Crittenden",1573,11117,1436,28,12690,109,2020-08-23,49013
"Cross",240,2870,210,4,3110,26,2020-08-23,16998
"Dallas",90,1279,63,2,1369,25,2020-08-23,7432
"Desha",223,2801,195,4,3024,24,2020-08-23,11887
"Drew",296,4242,231,4,4538,61,2020-08-23,18502
"Faulkner",1500,25038,1377,7,26538,116,2020-08-23,122416
"Franklin",152,3779,136,2,3931,14,2020-08-23,17780
"Fulton",59,771,43,0,830,16,2020-08-23,12139
"Garland",1296,19989,1105,25,21285,166,2020-08-23,98298
"Grant",168,3271,143,0,3439,25,2020-08-23,18086
"Greene",584,8872,516,3,9456,65,2020-08-23,44623
"Hempstead",306,3289,258,3,3595,45,2020-08-23,22018
"Hot Spring",1678,7970,1587,17,9648,74,2020-08-23,33520
"Howard",391,3024,345,5,3415,41,2020-08-23,13389
"Independence",684,6916,584,3,7600,97,2020-08-23,37264
"Izard",81,2559,58,0,2640,23,2020-08-23,13559
"Jackson",176,4156,121,1,4332,54,2020-08-23,17225
"Jefferson",1899,19344,1584,43,21243,272,2020-08-23,70424
"Johnson",735,5248,687,3,5983,45,2020-08-23,26291
"Lafayette",65,766,58,2,831,5,2020-08-23,6915
"Lawrence",240,2380,214,10,2620,16,2020-08-23,16669
"Lee",992,3154,962,8,4146,22,2020-08-23,9398
"Lincoln",1375,4890,1220,13,6265,142,2020-08-23,13695
"Little River",256,1389,204,13,1645,39,2020-08-23,12417
"Logan",347,4985,288,1,5332,58,2020-08-23,21757
"Lonoke",651,11575,549,2,12226,100,2020-08-23,72206
"Madison",286,2983,278,2,3269,6,2020-08-23,16078
"Marion",41,1530,31,0,1571,10,2020-08-23,16438
"Miller",571,4632,526,5,5203,40,2020-08-23,43759
"Mississippi",1261,8853,1084,16,10114,161,2020-08-23,42831
"Monroe",89,1653,68,0,1742,21,2020-08-23,7249
"Montgomery",58,1123,37,2,1181,19,2020-08-23,8993
"Nevada",156,2112,136,11,2268,9,2020-08-23,8440
"Newton",108,1084,90,15,1192,3,2020-08-23,7848
"Ouachita",130,3894,110,4,4024,16,2020-08-23,24106
"Perry",59,2003,56,0,2062,3,2020-08-23,10322
"Phillips",375,4849,327,9,5224,39,2020-08-23,19034
"Pike",156,1658,122,1,1814,33,2020-08-23,10808
"Poinsett",406,5057,310,4,5463,92,2020-08-23,24054
"Polk",204,2890,166,2,3094,36,2020-08-23,20163
"Pope",1591,14982,1377,14,16573,200,2020-08-23,63644
"Prairie",114,1462,106,0,1576,8,2020-08-23,8244
"Pulaski",6533,86102,5813,95,92635,625,2020-08-23,393463
"Randolph",290,3446,234,11,3736,45,2020-08-23,17603
"Saline",1375,18100,1155,10,19475,210,2020-08-23,118009
"Scott",84,1351,75,0,1435,9,2020-08-23,10442
"Searcy",58,1397,32,0,1455,26,2020-08-23,7923
"Sebastian",2679,29187,2297,29,31866,353,2020-08-23,127461
"Sevier",1120,5366,1047,12,6486,61,2020-08-23,17193
"Sharp",136,2604,116,5,2740,15,2020-08-23,17043
"St. Francis",1270,8503,1227,3,9773,40,2020-08-23,26294
"Stone",153,2115,84,1,2268,68,2020-08-23,12446
"Union",627,6526,552,21,7153,54,2020-08-23,39732
"Van Buren",80,2666,58,2,2746,20,2020-08-23,16684
"Washington",6610,49015,6351,54,55625,205,2020-08-23,228529
"White",455,9301,344,8,9756,103,2020-08-23,78804
"Woodruff",27,1245,22,0,1272,5,2020-08-23,6660
"Yell",1109,7199,1055,21,8308,33,2020-08-23,21757
"Arkansas",263,3770,235,2,4033,26,2020-08-22,18124
"Ashley",376,3812,342,7,4188,27,2020-08-22,20537
"Baxter",107,2155,80,0,2262,27,2020-08-22,41219
"Benton",5066,51639,4828,45,56705,193,2020-08-22,258980
"Boone",257,5665,219,1,5922,37,2020-08-22,37288
"Bradley",251,2782,198,4,3033,49,2020-08-22,10948
"Calhoun",23,1193,16,0,1216,7,2020-08-22,5202
"Carroll",429,5094,361,7,5523,61,2020-08-22,27887
"Chicot",935,3921,728,9,4856,198,2020-08-22,10826
"Clark",206,4290,179,3,4496,24,2020-08-22,22385
"Clay",162,2790,134,5,2952,23,2020-08-22,15061
"Cleburne",243,4000,209,5,4243,29,2020-08-22,25230
"Cleveland",127,1729,102,2,1856,23,2020-08-22,8226
"Columbia",273,3366,226,12,3639,35,2020-08-22,23892
"Conway",188,4406,160,3,4594,25,2020-08-22,20906
"Craighead",1675,21473,1421,14,23148,240,2020-08-22,105701
"Crawford",827,12392,668,6,13219,153,2020-08-22,62472
"Crittenden",1563,11085,1422,27,12648,114,2020-08-22,49013
"Cross",238,2866,205,4,3104,29,2020-08-22,16998
"Dallas",88,1276,61,2,1364,25,2020-08-22,7432
"Desha",220,2793,194,4,3013,22,2020-08-22,11887
"Drew",296,4230,228,4,4526,64,2020-08-22,18502
"Faulkner",1485,24873,1365,7,26358,113,2020-08-22,122416
"Franklin",149,3769,134,2,3918,13,2020-08-22,17780
"Fulton",55,766,42,0,821,13,2020-08-22,12139
"Garland",1288,19936,1092,23,21224,173,2020-08-22,98298
"Grant",164,3254,143,0,3418,21,2020-08-22,18086
"Greene",574,8801,509,3,9375,62,2020-08-22,44623
"Hempstead",303,3262,258,3,3565,42,2020-08-22,22018
"Hot Spring",1677,7953,1571,16,9630,90,2020-08-22,33520
"Howard",389,3012,345,4,3401,40,2020-08-22,13389
"Independence",676,6843,571,3,7519,102,2020-08-22,37264
"Izard",78,2541,58,0,2619,20,2020-08-22,13559
"Jackson",171,3686,117,1,3857,53,2020-08-22,17225
"Jefferson",1881,19223,1571,43,21104,267,2020-08-22,70424
"Johnson",734,5224,683,3,5958,48,2020-08-22,26291
"Lafayette",65,760,57,2,825,6,2020-08-22,6915
"Lawrence",239,2365,213,10,2604,16,2020-08-22,16669
"Lee",991,3143,959,8,4134,24,2020-08-22,9398
"Lincoln",1374,4871,1218,13,6245,143,2020-08-22,13695
"Little River",254,1386,200,13,1640,41,2020-08-22,12417
"Logan",347,4969,280,1,5316,66,2020-08-22,21757
"Lonoke",642,11506,544,2,12148,96,2020-08-22,72206
"Madison",286,2972,278,2,3258,6,2020-08-22,16078
"Marion",41,1527,31,0,1568,10,2020-08-22,16438
"Miller",566,4618,519,5,5184,42,2020-08-22,43759
"Mississippi",1249,8777,1065,16,10026,168,2020-08-22,42831
"Monroe",89,1628,65,0,1717,24,2020-08-22,7249
"Montgomery",57,1113,36,2,1170,19,2020-08-22,8993
"Nevada",156,2099,136,10,2255,10,2020-08-22,8440
"Newton",108,1083,90,15,1191,3,2020-08-22,7848
"Ouachita",129,3887,110,3,4016,16,2020-08-22,24106
"Perry",59,1992,55,0,2051,4,2020-08-22,10322
"Phillips",374,4826,323,9,5200,42,2020-08-22,19034
"Pike",154,1652,118,1,1806,35,2020-08-22,10808
"Poinsett",398,4903,304,4,5301,90,2020-08-22,24054
"Polk",200,2882,163,2,3082,35,2020-08-22,20163
"Pope",1580,14866,1359,14,16446,207,2020-08-22,63644
"Prairie",114,1443,105,0,1557,9,2020-08-22,8244
"Pulaski",6477,85639,5746,94,92116,637,2020-08-22,393463
"Randolph",288,3429,229,11,3717,48,2020-08-22,17603
"Saline",1367,17971,1112,10,19338,245,2020-08-22,118009
"Scott",84,1348,73,0,1432,11,2020-08-22,10442
"Searcy",58,1373,32,0,1431,26,2020-08-22,7923
"Sebastian",2666,28943,2273,27,31609,366,2020-08-22,127461
"Sevier",1114,5341,1039,12,6455,63,2020-08-22,17193
"Sharp",132,2587,115,5,2719,12,2020-08-22,17043
"St. Francis",1263,8468,1214,3,9731,46,2020-08-22,26294
"Stone",151,2111,79,1,2262,71,2020-08-22,12446
"Union",624,6512,538,21,7136,65,2020-08-22,39732
"Van Buren",75,2654,57,2,2729,16,2020-08-22,16684
"Washington",6597,48764,6335,53,55361,209,2020-08-22,228529
"White",448,9278,333,8,9726,107,2020-08-22,78804
"Woodruff",26,1242,22,0,1268,4,2020-08-22,6660
"Yell",1107,7155,1053,21,8262,33,2020-08-22,21757
"Arkansas",258,3735,234,2,3993,22,2020-08-21,18124
"Ashley",372,3785,338,7,4157,27,2020-08-21,20537
"Baxter",102,2150,79,0,2252,23,2020-08-21,41219
"Benton",5046,51527,4803,44,56573,199,2020-08-21,258980
"Boone",251,5640,217,1,5891,33,2020-08-21,37288
"Bradley",243,2773,191,4,3016,48,2020-08-21,10948
"Calhoun",22,1192,16,0,1214,6,2020-08-21,5202
"Carroll",422,5076,357,7,5498,58,2020-08-21,27887
"Chicot",933,3898,722,9,4831,202,2020-08-21,10826
"Clark",201,4264,177,3,4465,21,2020-08-21,22385
"Clay",159,2774,129,5,2933,25,2020-08-21,15061
"Cleburne",242,3979,207,5,4221,30,2020-08-21,25230
"Cleveland",127,1722,97,2,1849,28,2020-08-21,8226
"Columbia",265,3308,225,12,3573,28,2020-08-21,23892
"Conway",184,4370,157,3,4554,24,2020-08-21,20906
"Craighead",1621,21115,1410,13,22736,198,2020-08-21,105701
"Crawford",814,12286,650,6,13100,158,2020-08-21,62472
"Crittenden",1554,11046,1414,27,12600,113,2020-08-21,49013
"Cross",236,2852,201,4,3088,31,2020-08-21,16998
"Dallas",86,1271,60,2,1357,24,2020-08-21,7432
"Desha",218,2786,190,4,3004,24,2020-08-21,11887
"Drew",292,4194,224,4,4486,64,2020-08-21,18502
"Faulkner",1468,24706,1346,7,26174,115,2020-08-21,122416
"Franklin",148,3757,131,2,3905,15,2020-08-21,17780
"Fulton",55,757,42,0,812,13,2020-08-21,12139
"Garland",1276,19849,1054,23,21125,199,2020-08-21,98298
"Grant",164,3240,141,0,3404,23,2020-08-21,18086
"Greene",570,8760,501,3,9330,66,2020-08-21,44623
"Hempstead",294,3251,256,3,3545,35,2020-08-21,22018
"Hot Spring",1675,7911,1561,15,9586,99,2020-08-21,33520
"Howard",386,3004,344,4,3390,38,2020-08-21,13389
"Independence",669,6827,559,3,7496,107,2020-08-21,37264
"Izard",72,2381,57,0,2453,15,2020-08-21,13559
"Jackson",160,3451,86,1,3611,73,2020-08-21,17225
"Jefferson",1861,19034,1556,43,20895,262,2020-08-21,70424
"Johnson",726,5202,682,3,5928,41,2020-08-21,26291
"Lafayette",65,756,57,2,821,6,2020-08-21,6915
"Lawrence",239,2338,213,9,2577,17,2020-08-21,16669
"Lee",988,3133,957,8,4121,23,2020-08-21,9398
"Lincoln",1371,4865,1210,12,6236,149,2020-08-21,13695
"Little River",252,1383,199,13,1635,40,2020-08-21,12417
"Logan",344,4947,275,1,5291,68,2020-08-21,21757
"Lonoke",635,11303,536,2,11938,97,2020-08-21,72206
"Madison",286,2963,278,2,3249,6,2020-08-21,16078
"Marion",40,1524,30,0,1564,10,2020-08-21,16438
"Miller",552,4146,516,5,4698,31,2020-08-21,43759
"Mississippi",1231,8721,1029,16,9952,186,2020-08-21,42831
"Monroe",86,1613,64,0,1699,22,2020-08-21,7249
"Montgomery",58,1096,32,2,1154,24,2020-08-21,8993
"Nevada",151,2092,133,9,2243,9,2020-08-21,8440
"Newton",108,1074,90,15,1182,3,2020-08-21,7848
"Ouachita",128,3883,105,3,4011,20,2020-08-21,24106
"Perry",58,1983,54,0,2041,4,2020-08-21,10322
"Phillips",370,4799,313,9,5169,48,2020-08-21,19034
"Pike",154,1649,115,1,1803,38,2020-08-21,10808
"Poinsett",387,4837,301,4,5224,82,2020-08-21,24054
"Polk",199,2869,159,2,3068,38,2020-08-21,20163
"Pope",1555,14710,1343,14,16265,198,2020-08-21,63644
"Prairie",113,1414,103,0,1527,10,2020-08-21,8244
"Pulaski",6436,85085,5636,91,91521,709,2020-08-21,393463
"Randolph",287,3414,225,11,3701,51,2020-08-21,17603
"Saline",1352,17866,1074,10,19218,268,2020-08-21,118009
