county_nam,mydate,deaths,fhwa_numbe,fips,positive,negative,recoveries,total_tests,active_cases,pop_5yr_est_2018,confirmed_pos,probable_pos,confirmed_neg,probable_neg,confirmed_recov,probable_recov,confirmed_death,probable_death,confirmed_active,probable_active,pcr_test,antigen_test,pcr_pos_test,pcr_neg_test,antigen_pos_test,antigen_neg_test,total_pos_test,total_neg_test,New_Cases_Today,Recovered_Since_Yesterday,New_Deaths_Today,New_Tests_Dashboard
Washington,1/6/21,234,143,143,23083,168098,20634,192065,2214,228529,18193,4890,147837,20261,16640,3994,191,43,1362,852,166030,26035,18193,147837,5774,20261,23967,168098,350,268,5,2044
White,1/6/21,72,145,145,5347,36416,4468,42103,806,78804,3647,1700,30215,6201,3168,1300,62,10,416,390,33862,8241,3647,30215,2040,6201,5687,36416,138,78,0,568
Woodruff,1/6/21,2,147,147,416,5351,328,5809,86,6660,339,77,5006,345,266,62,1,1,72,14,5345,464,339,5006,119,345,458,5351,8,8,0,109
Yell,1/6/21,48,149,149,2588,22286,2262,24932,278,21573,2303,285,21354,932,2061,201,40,8,202,76,23657,1275,2303,21354,343,932,2646,22286,42,34,1,236
Arkansas_all_counties,1/5/21,3836,5630,5630,238888,2119372,210617,2366251,24408,2990671,195930,42958,1908393,210979,175818,34799,3205,631,16883,7525,2104323,261928,195930,1908393,50949,210979,246879,2119372,4107,2719,36,16464
Arkansas_county,1/5/21,32,1,1,1369,14748,1214,16208,123,18124,987,382,11309,3439,904,310,26,6,57,66,12296,3912,987,11309,473,3439,1460,14748,29,16,0,95
Ashley,1/5/21,21,3,3,1326,10952,1192,12317,113,20537,1113,213,10223,729,1015,177,19,2,79,34,11336,981,1113,10223,252,729,1365,10952,14,16,0,69
Baxter,1/5/21,72,5,5,2233,14291,1900,16552,261,41219,1562,671,12653,1638,1384,516,45,27,133,128,14215,2337,1562,12653,699,1638,2261,14291,28,19,0,96
Benton,1/5/21,277,7,7,19290,138575,16786,158526,2226,258980,14975,4315,130557,8018,13323,3463,213,64,1438,788,145532,12994,14975,130557,4976,8018,19951,138575,383,314,2,1461
Boone,1/5/21,69,9,9,2693,23310,2417,26128,205,37288,2173,520,21577,1733,1996,421,58,11,117,88,23750,2378,2173,21577,645,1733,2818,23310,30,23,0,264
Bradley,1/5/21,16,11,11,986,7733,875,8744,95,10948,778,208,5246,2487,692,183,9,7,77,18,6024,2720,778,5246,233,2487,1011,7733,9,16,0,33
Calhoun,1/5/21,1,13,13,246,2849,221,3111,24,5202,197,49,2657,192,181,40,1,0,15,9,2854,257,197,2657,65,192,262,2849,2,6,0,25
Carroll,1/5/21,30,15,15,2169,14145,1979,16359,160,27887,1885,284,13793,352,1744,235,27,3,114,46,15678,681,1885,13793,329,352,2214,14145,36,21,0,133
Chicot,1/5/21,32,17,17,1434,9953,1358,11412,44,10826,1335,99,8550,1403,1267,91,31,1,37,7,9885,1527,1335,8550,124,1403,1459,9953,1,2,0,20
Clark,1/5/21,24,19,19,1438,17917,1263,19421,151,22385,1197,241,15181,2736,1063,200,21,3,113,38,16378,3043,1197,15181,307,2736,1504,17917,19,13,0,73
Clay,1/5/21,32,21,21,1369,12927,1227,14336,109,15061,1055,314,9834,3093,968,259,23,9,63,46,10889,3447,1055,9834,354,3093,1409,12927,19,10,0,186
Cleburne,1/5/21,39,23,23,1359,15685,1089,17122,231,25230,1018,341,12929,2756,821,268,36,3,161,70,13947,3175,1018,12929,419,2756,1437,15685,27,10,1,163
Cleveland,1/5/21,20,25,25,596,6647,521,7272,55,8226,407,189,6008,639,359,162,17,3,31,24,6415,857,407,6008,218,639,625,6647,13,7,0,105
Columbia,1/5/21,43,27,27,1624,14126,1471,15886,110,23892,1058,566,11235,2891,992,479,30,13,36,74,12293,3593,1058,11235,702,2891,1760,14126,25,21,-1,213
Conway,1/5/21,18,29,29,1470,15136,1186,16656,266,20906,1157,313,13017,2119,944,242,14,4,199,67,14174,2482,1157,13017,363,2119,1520,15136,36,26,1,112
Craighead,1/5/21,143,31,31,10475,81950,9480,92694,851,105701,9321,1154,72466,9484,8455,1025,130,13,735,116,81787,10907,9321,72466,1423,9484,10744,81950,125,85,1,743
Crawford,1/5/21,64,33,33,4799,46739,4169,51609,565,62472,4058,741,44949,1790,3621,548,55,9,381,184,49007,2602,4058,44949,812,1790,4870,46739,118,47,2,330
Crittenden,1/5/21,76,35,35,4483,28716,4140,33296,266,49013,4204,279,27015,1701,3904,236,65,11,234,32,31219,2077,4204,27015,376,1701,4580,28716,49,45,0,213
Cross,1/5/21,37,37,37,1512,11885,1299,13450,176,16998,1214,298,11160,725,1055,244,35,2,124,52,12374,1076,1214,11160,351,725,1565,11885,38,19,0,101
Dallas,1/5/21,11,39,39,508,4967,450,5483,47,7432,463,45,4732,235,415,35,9,2,39,8,5195,288,463,4732,53,235,516,4967,12,15,0,51
Desha,1/5/21,11,41,41,991,8168,888,9212,92,11887,830,161,7278,890,756,132,10,1,64,28,8108,1104,830,7278,214,890,1044,8168,12,6,0,78
Drew,1/5/21,20,43,43,1520,13543,1354,15103,146,18502,1213,307,11704,1839,1079,275,16,4,118,28,12917,2186,1213,11704,347,1839,1560,13543,10,14,0,113
Faulkner,1/5/21,95,45,45,8261,84777,7028,93415,1137,122416,6624,1637,74015,10762,5822,1206,79,16,722,415,80639,12776,6624,74015,2014,10762,8638,84777,185,114,1,1192
Franklin,1/5/21,26,47,47,1165,13737,1025,14938,114,17780,937,228,13047,690,850,175,22,4,65,49,13984,954,937,13047,264,690,1201,13737,28,11,1,98
Fulton,1/5/21,36,49,49,931,4692,781,5658,114,12139,657,274,3721,971,575,206,16,20,66,48,4378,1280,657,3721,309,971,966,4692,17,13,0,65
Garland,1/5/21,162,51,51,6233,62624,5272,69028,797,98296,5334,899,57635,4989,4587,685,138,24,607,190,62969,6059,5334,57635,1070,4989,6404,62624,229,82,5,567
Grant,1/5/21,12,53,53,1139,11465,969,12655,158,18086,831,308,9823,1642,741,228,11,1,79,79,10654,2001,831,9823,359,1642,1190,11465,15,15,0,94
Greene,1/5/21,54,55,55,4626,33434,4217,38211,355,44623,3743,883,29409,4025,3428,789,44,10,271,84,33152,5059,3743,29409,1034,4025,4777,33434,83,37,1,467
Hempstead,1/5/21,11,57,57,1293,11461,1178,12801,103,22018,1019,274,10764,697,928,250,7,4,83,20,11783,1018,1019,10764,321,697,1340,11461,17,6,0,55
HotSpring,1/5/21,58,59,59,3749,33980,3390,37794,301,33520,3490,259,28386,5594,3186,204,54,4,250,51,31876,5918,3490,28386,324,5594,3814,33980,30,29,1,243
Howard,1/5/21,18,61,61,1151,7594,1059,8801,74,13389,827,324,5998,1596,773,286,16,2,38,36,6825,1976,827,5998,380,1596,1207,7594,22,7,0,99
Independence,1/5/21,94,63,63,2933,26174,2570,29246,269,37264,2062,871,22304,3870,1853,717,71,23,138,131,24366,4880,2062,22304,1010,3870,3072,26174,72,27,0,361
Izard,1/5/21,17,65,65,1388,11657,1185,13123,186,13559,1100,288,8894,2763,991,194,11,6,98,88,9994,3129,1100,8894,366,2763,1466,11657,34,8,2,326
Jackson,1/5/21,23,67,67,2859,19504,2742,22571,94,17225,2302,557,15953,3551,2215,527,17,6,70,24,18255,4316,2302,15953,765,3551,3067,19504,19,29,1,221
Jefferson,1/5/21,131,69,69,6923,63433,6249,70631,541,70424,5829,1094,56807,6626,5404,845,112,19,311,230,62636,7995,5829,56807,1369,6626,7198,63433,58,56,0,546
Johnson,1/5/21,20,71,71,1978,17269,1732,19276,226,26291,1688,290,16428,841,1503,229,17,3,168,58,18116,1160,1688,16428,319,841,2007,17269,40,29,0,140
Lafayette,1/5/21,4,73,73,353,2436,329,2814,19,6915,264,89,2203,233,249,80,4,0,11,8,2467,347,264,2203,114,233,378,2436,2,6,0,26
Lawrence,1/5/21,36,75,75,1651,10458,1484,12178,131,16669,1366,285,9685,773,1234,250,33,3,99,32,11051,1127,1366,9685,354,773,1720,10458,25,20,0,150
Lee,1/5/21,26,77,77,1482,8472,1382,9971,74,9398,1403,79,7832,640,1329,53,25,1,49,25,9235,736,1403,7832,96,640,1499,8472,18,8,0,248
Lincoln,1/5/21,26,79,79,2852,16106,2749,19014,76,13695,2630,222,13326,2780,2560,189,21,5,48,28,15956,3058,2630,13326,278,2780,2908,16106,4,3,0,167
LittleRiver,1/5/21,39,81,81,855,5432,740,6316,76,12417,690,165,4839,593,595,145,37,2,58,18,5529,787,690,4839,194,593,884,5432,12,10,0,48
Logan,1/5/21,12,83,83,1535,18726,1335,20310,188,21757,1240,295,16131,2595,1143,192,10,2,87,101,17371,2939,1240,16131,344,2595,1584,18726,28,21,1,130
Lonoke,1/5/21,84,85,85,4513,46035,3832,50807,597,72206,3289,1224,38891,7144,2847,985,72,12,370,227,42180,8627,3289,38891,1483,7144,4772,46035,142,72,0,435
Madison,1/5/21,13,87,87,1081,9466,976,10581,92,16076,859,222,8849,617,788,188,11,2,60,32,9708,873,859,8849,256,617,1115,9466,19,12,0,89
Marion,1/5/21,24,89,89,678,7093,581,7800,73,16438,499,179,6405,688,447,134,11,13,41,32,6904,896,499,6405,208,688,707,7093,7,6,0,66
Miller,1/5/21,25,91,91,2839,14857,2633,17788,181,43759,2037,802,12738,2119,1869,764,17,8,151,30,14775,3013,2037,12738,894,2119,2931,14857,17,54,0,52
MissingCountyInfo,1/5/21,0,5,5,2779,95397,2461,98185,318,NA,2244,535,95325,72,2018,443,0,0,226,92,97569,616,2244,95325,544,72,2788,95397,18,32,0,-3894
Mississippi,1/5/21,97,93,93,4543,27496,4162,32116,283,42831,4102,441,20099,7397,3767,395,82,15,252,31,24201,7915,4102,20099,518,7397,4620,27496,61,32,0,369
Monroe,1/5/21,9,95,95,517,5192,430,5724,78,7249,433,84,4978,214,365,65,9,0,59,19,5411,313,433,4978,99,214,532,5192,6,6,0,22
Montgomery,1/5/21,18,97,97,529,5317,450,5860,61,8993,400,129,3436,1881,370,80,15,3,15,46,3836,2024,400,3436,143,1881,543,5317,12,11,0,25
Nevada,1/5/21,20,99,99,612,9000,555,9623,37,8440,528,84,8666,334,479,76,19,1,30,7,9194,429,528,8666,95,334,623,9000,1,3,0,41
Newton,1/5/21,24,101,101,579,4695,524,5288,31,7848,493,86,3034,1661,454,70,20,4,19,12,3527,1761,493,3034,100,1661,593,4695,15,9,0,38
Ouachita,1/5/21,32,103,103,1453,12770,1257,14278,163,24106,1256,197,12071,699,1096,161,24,8,135,28,13327,951,1256,12071,252,699,1508,12770,15,17,1,82
Perry,1/5/21,5,105,105,501,8458,393,8978,103,10322,408,93,7907,551,329,64,4,1,75,28,8315,663,408,7907,112,551,520,8458,28,9,0,127
Phillips,1/5/21,25,107,107,1299,13307,1195,14642,79,19034,1207,92,12945,362,1115,80,24,1,68,11,14152,490,1207,12945,128,362,1335,13307,3,5,0,82
Pike,1/5/21,12,109,109,727,5566,629,6329,86,10808,576,151,4989,577,521,108,8,4,47,39,5565,764,576,4989,187,577,763,5566,13,17,1,38
Poinsett,1/5/21,63,111,111,2496,18959,2232,21530,201,24054,2235,261,17983,976,2007,225,50,13,178,23,20218,1312,2235,17983,336,976,2571,18959,35,28,0,139
Polk,1/5/21,46,113,113,1330,9610,1136,10963,147,20163,1168,162,9097,513,1014,122,33,13,120,27,10265,698,1168,9097,185,513,1353,9610,24,13,0,84
Pope,1/5/21,62,115,115,5830,50219,5115,56141,653,63644,4820,1010,47928,2291,4294,821,51,11,475,178,52748,3393,4820,47928,1102,2291,5922,50219,75,90,1,287
Prairie,1/5/21,17,117,117,573,5025,488,5635,68,8244,426,147,4303,722,363,125,12,5,51,17,4729,906,426,4303,184,722,610,5025,7,5,0,49
Pulaski,1/5/21,403,119,119,26350,281401,22697,308477,3248,393463,23370,2980,260646,20755,20337,2360,372,31,2659,589,284016,24461,23370,260646,3706,20755,27076,281401,397,291,4,2647
Randolph,1/5/21,43,121,121,1530,13043,1340,14643,147,17603,1206,324,11187,1856,1081,259,32,11,93,54,12393,2250,1206,11187,394,1856,1600,13043,35,18,0,133
Saline,1/5/21,109,125,125,8127,73779,7127,82265,890,118009,6326,1801,62472,11307,5619,1508,94,15,612,278,68798,13467,6326,62472,2160,11307,8486,73779,193,115,1,947
Scott,1/5/21,11,127,127,644,7577,513,8239,120,10442,442,202,7262,315,396,117,11,0,35,85,7704,535,442,7262,220,315,662,7577,21,9,0,95
Searcy,1/5/21,13,129,129,525,4721,465,5270,47,7923,323,202,3886,835,302,163,7,6,14,33,4209,1061,323,3886,226,835,549,4721,10,9,0,23
Sebastian,1/5/21,160,131,131,10312,99879,8926,110330,1223,127461,8488,1824,96090,3789,7621,1305,147,13,718,505,104578,5752,8488,96090,1963,3789,10451,99879,266,108,2,731
Sevier,1/5/21,20,133,133,2130,11470,2020,13686,90,17193,1567,563,9701,1769,1517,503,19,1,31,59,11268,2418,1567,9701,649,1769,2216,11470,22,8,0,44
Sharp,1/5/21,34,135,135,1219,11304,1038,12590,147,17043,858,361,9617,1687,763,275,25,9,70,77,10475,2115,858,9617,428,1687,1286,11304,35,14,1,209
St.Francis,1/5/21,20,123,123,2844,22806,2616,25681,208,26294,2704,140,22367,439,2498,118,20,0,186,22,25071,610,2704,22367,171,439,2875,22806,19,6,0,286
Stone,1/5/21,27,137,137,795,7468,698,8295,70,12446,623,172,6585,883,566,132,24,3,33,37,7208,1087,623,6585,204,883,827,7468,14,9,0,80
Union,1/5/21,73,139,139,2584,19112,2224,21822,287,39732,1999,585,16139,2973,1697,527,56,17,246,41,18138,3684,1999,16139,711,2973,2710,19112,7,36,0,155
VanBuren,1/5/21,9,141,141,806,10225,705,11103,92,16684,578,228,8791,1434,523,182,8,1,47,45,9369,1734,578,8791,300,1434,878,10225,18,9,1,142
Washington,1/5/21,229,143,143,22733,166404,20366,190008,2136,228529,18030,4703,146610,19794,16435,3931,190,39,1404,732,164640,25368,18030,146610,5574,19794,23604,166404,400,283,3,2125
White,1/5/21,72,145,145,5209,35986,4390,41529,746,78804,3596,1613,29997,5989,3125,1265,62,10,408,338,33593,7936,3596,29997,1947,5989,5543,35986,144,78,0,620
Woodruff,1/5/21,2,147,147,408,5250,320,5700,86,6660,334,74,4946,304,260,60,1,1,73,13,5280,420,334,4946,116,304,450,5250,13,3,0,48
Yell,1/5/21,47,149,149,2546,22092,2228,24697,271,21573,2270,276,21180,912,2031,197,40,7,199,72,23450,1247,2270,21180,335,912,2605,22092,42,20,2,128
Arkansas_all_counties,1/4/21,3800,5630,5630,234781,2107015,207898,2349647,23057,2990671,193655,41126,1901966,205049,173995,33903,3178,622,16459,6598,2095621,254026,193655,1901966,48977,205049,242632,2107015,1306,2436,51,7144
Arkansas_county,1/4/21,32,1,1,1340,14682,1198,16110,110,18124,979,361,11290,3392,899,299,26,6,54,56,12269,3841,979,11290,449,3392,1428,14682,2,10,1,25
Ashley,1/4/21,21,3,3,1312,10897,1176,12248,115,20537,1104,208,10174,723,1003,173,19,2,82,33,11278,970,1104,10174,247,723,1351,10897,1,8,0,9
Baxter,1/4/21,72,5,5,2205,14223,1881,16456,252,41219,1551,654,12597,1626,1373,508,45,27,133,119,14148,2308,1551,12597,682,1626,2233,14223,23,20,0,56
Benton,1/4/21,275,7,7,18907,137497,16472,157046,2159,258980,14727,4180,129614,7883,13120,3352,212,63,1394,765,144341,12705,14727,129614,4822,7883,19549,137497,106,207,6,877
Boone,1/4/21,69,9,9,2663,23076,2394,25864,198,37288,2165,498,21429,1647,1979,415,58,11,126,72,23594,2270,2165,21429,623,1647,2788,23076,16,23,0,62
Bradley,1/4/21,16,11,11,977,7709,859,8711,102,10948,775,202,5236,2473,680,179,9,7,86,16,6011,2700,775,5236,227,2473,1002,7709,2,19,1,10
Calhoun,1/4/21,1,13,13,244,2826,215,3086,28,5202,196,48,2635,191,177,38,1,0,18,10,2831,255,196,2635,64,191,260,2826,0,2,0,0
Carroll,1/4/21,30,15,15,2133,14048,1958,16227,145,27887,1868,265,13712,336,1730,228,27,3,111,34,15580,647,1868,13712,311,336,2179,14048,10,15,0,45
Chicot,1/4/21,32,17,17,1433,9934,1356,11392,45,10826,1334,99,8536,1398,1265,91,31,1,38,7,9870,1522,1334,8536,124,1398,1458,9934,1,5,1,10
Clark,1/4/21,24,19,19,1419,17863,1250,19347,145,22385,1191,228,15139,2724,1053,197,21,3,117,28,16330,3017,1191,15139,293,2724,1484,17863,0,28,0,84
Clay,1/4/21,32,21,21,1350,12760,1217,14149,100,15061,1051,299,9763,2997,961,256,23,9,66,34,10814,3335,1051,9763,338,2997,1389,12760,7,13,1,17
Cleburne,1/4/21,38,23,23,1332,15549,1079,16959,215,25230,1008,324,12889,2660,817,262,35,3,156,59,13897,3062,1008,12889,402,2660,1410,15549,6,29,0,43
Cleveland,1/4/21,20,25,25,583,6555,514,7166,49,8226,403,180,5925,630,357,157,17,3,29,20,6328,838,403,5925,208,630,611,6555,0,4,1,7
Columbia,1/4/21,44,27,27,1599,13938,1450,15675,105,23892,1055,544,11092,2846,988,462,31,13,36,69,12147,3528,1055,11092,682,2846,1737,13938,2,15,1,24
Conway,1/4/21,17,29,29,1434,15060,1160,16543,257,20906,1136,298,12982,2078,926,234,13,4,197,60,14118,2425,1136,12982,347,2078,1483,15060,20,35,1,54
Craighead,1/4/21,142,31,31,10350,81332,9395,91948,812,105701,9235,1115,72034,9298,8383,1012,129,13,722,90,81269,10679,9235,72034,1381,9298,10616,81332,51,99,5,157
Crawford,1/4/21,62,33,33,4681,46527,4122,51277,496,62472,3973,708,44773,1754,3590,532,53,9,329,167,48746,2531,3973,44773,777,1754,4750,46527,33,38,1,180
Crittenden,1/4/21,76,35,35,4434,28552,4095,33083,262,49013,4173,261,26854,1698,3871,224,65,11,236,26,31027,2056,4173,26854,358,1698,4531,28552,13,40,1,102
Cross,1/4/21,37,37,37,1474,11822,1280,13348,157,16998,1200,274,11125,697,1042,238,35,2,123,34,12325,1023,1200,11125,326,697,1526,11822,9,23,1,34
Dallas,1/4/21,11,39,39,496,4928,435,5432,50,7432,455,41,4698,230,403,32,9,2,43,7,5153,279,455,4698,49,230,504,4928,1,3,0,10
Desha,1/4/21,11,41,41,979,8102,882,9133,86,11887,822,157,7239,863,753,129,10,1,59,27,8061,1072,822,7239,209,863,1031,8102,2,11,0,19
Drew,1/4/21,20,43,43,1510,13440,1340,14990,150,18502,1208,302,11619,1821,1068,272,16,4,124,26,12827,2163,1208,11619,342,1821,1550,13440,5,20,1,12
Faulkner,1/4/21,94,45,45,8076,83770,6914,92206,1067,122416,6533,1543,73564,10206,5750,1164,78,16,704,363,80097,12109,6533,73564,1903,10206,8436,83770,85,102,0,354
Franklin,1/4/21,25,47,47,1137,13667,1014,14839,98,17780,927,210,12999,668,844,170,22,3,61,37,13926,913,927,12999,245,668,1172,13667,6,12,0,61
Fulton,1/4/21,36,49,49,914,4644,768,5593,110,12139,649,265,3693,951,566,202,16,20,67,43,4342,1251,649,3693,300,951,949,4644,3,10,0,29
Garland,1/4/21,157,51,51,6004,62286,5190,68454,655,98296,5143,861,57433,4853,4528,662,135,22,478,177,62576,5878,5143,57433,1025,4853,6168,62286,20,67,2,316
Grant,1/4/21,12,53,53,1124,11386,954,12560,158,18086,827,297,9791,1595,733,221,11,1,83,75,10618,1942,827,9791,347,1595,1174,11386,7,24,0,23
Greene,1/4/21,53,55,55,4543,33050,4180,37742,310,44623,3686,857,29083,3967,3402,778,44,9,240,70,32769,4973,3686,29083,1006,3967,4692,33050,20,34,1,85
Hempstead,1/4/21,11,57,57,1276,11423,1172,12745,92,22018,1013,263,10735,688,924,248,7,4,81,11,11748,997,1013,10735,309,688,1322,11423,7,8,0,56
HotSpring,1/4/21,57,59,59,3719,33767,3361,37550,301,33520,3470,249,28309,5458,3163,198,53,4,254,47,31779,5771,3470,28309,313,5458,3783,33767,10,23,0,53
Howard,1/4/21,18,61,61,1129,7517,1052,8703,59,13389,822,307,5925,1592,769,283,16,2,37,22,6747,1956,822,5925,364,1592,1186,7517,5,7,0,7
Independence,1/4/21,94,63,63,2861,25885,2543,28884,224,37264,2039,822,22122,3763,1841,702,71,23,127,97,24161,4723,2039,22122,960,3763,2999,25885,4,25,0,48
Izard,1/4/21,15,65,65,1354,11365,1177,12795,162,13559,1093,261,8832,2533,989,188,9,6,95,67,9925,2870,1093,8832,337,2533,1430,11365,2,18,2,22
Jackson,1/4/21,22,67,67,2840,19302,2713,22350,105,17225,2289,551,15828,3474,2191,522,16,6,82,23,18117,4233,2289,15828,759,3474,3048,19302,1,13,0,13
Jefferson,1/4/21,131,69,69,6865,62945,6193,70082,539,70424,5808,1057,56615,6330,5373,820,112,19,321,218,62423,7659,5808,56615,1329,6330,7137,62945,19,33,2,115
Johnson,1/4/21,20,71,71,1938,17169,1703,19136,215,26291,1660,278,16335,834,1484,219,17,3,159,56,17995,1141,1660,16335,307,834,1967,17169,11,18,0,48
Lafayette,1/4/21,4,73,73,351,2412,323,2788,23,6915,264,87,2181,231,246,77,4,0,14,9,2445,343,264,2181,112,231,376,2412,1,4,0,5
Lawrence,1/4/21,36,75,75,1626,10333,1464,12029,126,16669,1357,269,9574,759,1219,245,33,3,105,21,10931,1098,1357,9574,339,759,1696,10333,5,18,0,26
Lee,1/4/21,26,77,77,1464,8242,1374,9721,64,9398,1398,66,7782,460,1327,47,25,1,46,18,9180,541,1398,7782,81,460,1479,8242,5,10,0,11
Lincoln,1/4/21,26,79,79,2848,15943,2746,18846,75,13695,2630,218,13314,2629,2559,187,21,5,49,26,15944,2902,2630,13314,273,2629,2903,15943,0,9,0,4
LittleRiver,1/4/21,39,81,81,843,5396,730,6267,74,12417,685,158,4810,586,586,144,37,2,62,12,5495,772,685,4810,186,586,871,5396,3,15,0,9
Logan,1/4/21,11,83,83,1507,18624,1314,20172,182,21757,1230,277,16047,2577,1130,184,10,1,90,92,17277,2895,1230,16047,318,2577,1548,18624,8,17,0,73
Lonoke,1/4/21,84,85,85,4371,45742,3760,50371,527,72206,3222,1149,38753,6989,2804,956,72,12,346,181,41975,8396,3222,38753,1407,6989,4629,45742,29,51,1,280
Madison,1/4/21,13,87,87,1062,9396,964,10491,85,16076,846,216,8799,597,780,184,11,2,55,30,9645,846,846,8799,249,597,1095,9396,4,9,1,36
Marion,1/4/21,24,89,89,671,7034,575,7733,72,16438,497,174,6352,682,442,133,11,13,44,28,6849,884,497,6352,202,682,699,7034,4,7,0,32
Miller,1/4/21,25,91,91,2822,14822,2579,17736,218,43759,2026,796,12705,2117,1824,755,17,8,185,33,14731,3005,2026,12705,888,2117,2914,14822,4,14,0,13
MissingCountyInfo,1/4/21,0,5,5,2761,99309,2429,102085,332,NA,2246,515,99239,70,2004,425,0,0,242,90,101485,600,2246,99239,530,70,2776,99309,112,26,0,248
Mississippi,1/4/21,97,93,93,4482,27188,4130,31747,254,42831,4051,431,20017,7171,3737,393,82,15,231,23,24068,7679,4051,20017,508,7171,4559,27188,20,39,2,127
Monroe,1/4/21,9,95,95,511,5176,424,5702,78,7249,430,81,4964,212,360,64,9,0,61,17,5394,308,430,4964,96,212,526,5176,1,6,2,23
Montgomery,1/4/21,18,97,97,517,5304,439,5833,60,8993,395,122,3433,1871,363,76,15,3,17,43,3828,2005,395,3433,134,1871,529,5304,0,6,0,12
Nevada,1/4/21,20,99,99,611,8960,552,9582,39,8440,527,84,8628,332,476,76,19,1,32,7,9155,427,527,8628,95,332,622,8960,6,5,0,101
Newton,1/4/21,24,101,101,564,4672,515,5249,25,7848,491,73,3013,1659,451,64,20,4,20,5,3504,1745,491,3013,86,1659,577,4672,0,4,0,5
Ouachita,1/4/21,31,103,103,1438,12703,1240,14196,166,24106,1253,185,12016,687,1085,155,23,8,144,22,13269,927,1253,12016,240,687,1493,12703,11,13,2,36
Perry,1/4/21,5,105,105,473,8359,384,8850,84,10322,385,88,7813,546,322,62,4,1,59,25,8198,652,385,7813,106,546,491,8359,5,11,0,17
Phillips,1/4/21,25,107,107,1296,13228,1190,14559,81,19034,1206,90,12871,357,1110,80,24,1,72,9,14077,482,1206,12871,125,357,1331,13228,0,14,0,9
Pike,1/4/21,11,109,109,714,5541,612,6285,91,10808,564,150,4975,566,506,106,7,4,51,40,5539,746,564,4975,180,566,744,5541,5,12,0,16
Poinsett,1/4/21,63,111,111,2461,18855,2204,21390,194,24054,2210,251,17895,960,1983,221,50,13,177,17,20105,1285,2210,17895,325,960,2535,18855,11,38,0,41
Polk,1/4/21,46,113,113,1306,9550,1123,10879,136,20163,1154,152,9059,491,1004,119,33,13,116,20,10213,666,1154,9059,175,491,1329,9550,12,12,2,28
Pope,1/4/21,61,115,115,5755,50007,5025,55851,669,63644,4778,977,47749,2258,4228,797,51,10,499,170,52527,3324,4778,47749,1066,2258,5844,50007,29,66,2,194
Prairie,1/4/21,17,117,117,566,4983,483,5586,66,8244,423,143,4294,689,361,122,12,5,50,16,4717,869,423,4294,180,689,603,4983,2,6,1,8
Pulaski,1/4/21,399,119,119,25953,279151,22406,305814,3146,393463,23112,2841,259301,19850,20096,2310,368,31,2646,500,282413,23401,23112,259301,3551,19850,26663,279151,193,313,3,807
Randolph,1/4/21,43,121,121,1495,12945,1322,14510,130,17603,1187,308,11105,1840,1066,256,32,11,89,41,12292,2218,1187,11105,378,1840,1565,12945,9,19,0,37
Saline,1/4/21,108,125,125,7934,73025,7012,81317,813,118009,6210,1724,62051,10974,5542,1470,94,14,573,240,68261,13056,6210,62051,2082,10974,8292,73025,46,90,0,207
Scott,1/4/21,11,127,127,623,7503,504,8144,108,10442,440,183,7205,298,395,109,11,0,34,74,7645,499,440,7205,201,298,641,7503,4,4,0,32
Searcy,1/4/21,13,129,129,515,4708,456,5247,46,7923,321,194,3878,830,300,156,7,6,14,32,4199,1048,321,3878,218,830,539,4708,1,9,0,5
Sebastian,1/4/21,158,131,131,10046,99414,8818,109596,1067,127461,8311,1735,95746,3668,7565,1253,145,13,599,468,104057,5539,8311,95746,1871,3668,10182,99414,64,86,0,575
Sevier,1/4/21,20,133,133,2108,11448,2012,13641,76,17193,1565,543,9692,1756,1515,497,19,1,31,45,11257,2384,1565,9692,628,1756,2193,11448,3,16,0,4
Sharp,1/4/21,33,135,135,1184,11130,1024,12380,127,17043,851,333,9476,1654,759,265,24,9,68,59,10327,2053,851,9476,399,1654,1250,11130,2,16,1,119
St.Francis,1/4/21,20,123,123,2825,22539,2610,25395,195,26294,2692,133,22120,419,2493,117,20,0,179,16,24812,583,2692,22120,164,419,2856,22539,4,23,0,18
Stone,1/4/21,27,137,137,781,7402,689,8215,65,12446,620,161,6542,860,561,128,24,3,35,30,7162,1053,620,6542,193,860,813,7402,1,13,0,24
